num_vehicle,num_order,num_city,graph_density,order_canceled
5,1,5,0.3,0
5,1,5,0.4,0
5,1,6,0.3,0
5,1,6,0.4,0
5,1,7,0.3,0
5,1,7,0.4,0
5,1,8,0.3,0
5,1,8,0.4,0
5,1,10,0.3,0
5,1,10,0.4,0
5,2,5,0.3,641
5,2,5,0.4,717
5,2,6,0.3,1142
5,2,6,0.4,523
5,2,7,0.3,513
5,2,7,0.4,670
5,2,8,0.3,890
5,2,8,0.4,829
5,2,10,0.3,672
5,2,10,0.4,896
5,3,5,0.3,1738
5,3,5,0.4,1683
5,3,6,0.3,2616
5,3,6,0.4,1738
5,3,7,0.3,1735
5,3,7,0.4,2185
5,3,8,0.3,2021
5,3,8,0.4,2237
5,3,10,0.3,2153
5,3,10,0.4,2030
5,4,5,0.3,2163
5,4,5,0.4,2825
5,4,6,0.3,3570
5,4,6,0.4,2580
5,4,7,0.3,3365
5,4,7,0.4,3179
5,4,8,0.3,3579
5,4,8,0.4,3072
5,4,10,0.3,3355
5,4,10,0.4,3282
5,5,5,0.3,3720
5,5,5,0.4,4089
5,5,6,0.3,3867
5,5,6,0.4,4235
5,5,7,0.3,4422
5,5,7,0.4,4641
5,5,8,0.3,4800
5,5,8,0.4,4647
5,5,10,0.3,4766
5,5,10,0.4,4641
5,6,5,0.3,5132
5,6,5,0.4,4809
5,6,6,0.3,5295
5,6,6,0.4,5420
5,6,7,0.3,5679
5,6,7,0.4,5266
5,6,8,0.3,5970
5,6,8,0.4,5993
5,6,10,0.3,5843
5,6,10,0.4,6076
5,7,5,0.3,6478
5,7,5,0.4,6454
5,7,6,0.3,6780
5,7,6,0.4,6272
5,7,7,0.3,7031
5,7,7,0.4,6670
5,7,8,0.3,7243
5,7,8,0.4,6942
5,7,10,0.3,7750
5,7,10,0.4,7308
5,8,5,0.3,7818
5,8,5,0.4,7557
5,8,6,0.3,8150
5,8,6,0.4,7930
5,8,7,0.3,8406
5,8,7,0.4,8760
5,8,8,0.3,8414
5,8,8,0.4,8192
5,8,10,0.3,8702
5,8,10,0.4,8679
5,9,5,0.3,9364
5,9,5,0.4,8758
5,9,6,0.3,9942
5,9,6,0.4,9330
5,9,7,0.3,9563
5,9,7,0.4,9631
5,9,8,0.3,10001
5,9,8,0.4,9707
5,9,10,0.3,9963
5,9,10,0.4,10016
5,10,5,0.3,10810
5,10,5,0.4,10680
5,10,6,0.3,10685
5,10,6,0.4,10447
5,10,7,0.3,11028
5,10,7,0.4,10825
5,10,8,0.3,10884
5,10,8,0.4,10893
5,10,10,0.3,11420
5,10,10,0.4,11408
5,11,5,0.3,11511
5,11,5,0.4,11141
5,11,6,0.3,11644
5,11,6,0.4,11520
5,11,7,0.3,12530
5,11,7,0.4,12132
5,11,8,0.3,12309
5,11,8,0.4,12255
5,11,10,0.3,12783
5,11,10,0.4,12771
5,12,5,0.3,12889
5,12,5,0.4,13980
5,12,6,0.3,13107
5,12,6,0.4,13117
5,12,7,0.3,13171
5,12,7,0.4,13493
5,12,8,0.3,13793
5,12,8,0.4,13838
5,12,10,0.3,14013
5,12,10,0.4,13997
5,13,5,0.3,14641
5,13,5,0.4,14520
5,13,6,0.3,14811
5,13,6,0.4,14553
5,13,7,0.3,15164
5,13,7,0.4,15154
5,13,8,0.3,15426
5,13,8,0.4,15048
5,13,10,0.3,15549
5,13,10,0.4,15205
5,14,5,0.3,15595
5,14,5,0.4,15592
5,14,6,0.3,15982
5,14,6,0.4,15921
5,14,7,0.3,15919
5,14,7,0.4,15761
5,14,8,0.3,16653
5,14,8,0.4,16136
5,14,10,0.3,16910
5,14,10,0.4,16778
5,15,5,0.3,16172
5,15,5,0.4,16674
5,15,6,0.3,17476
5,15,6,0.4,16498
5,15,7,0.3,17508
5,15,7,0.4,17393
5,15,8,0.3,18148
5,15,8,0.4,17737
5,15,10,0.3,18598
5,15,10,0.4,18201
5,16,5,0.3,18198
5,16,5,0.4,17639
5,16,6,0.3,19233
5,16,6,0.4,18490
5,16,7,0.3,19321
5,16,7,0.4,18645
5,16,8,0.3,19524
5,16,8,0.4,19399
5,16,10,0.3,19779
5,16,10,0.4,19118
5,17,5,0.3,19580
5,17,5,0.4,20301
5,17,6,0.3,19800
5,17,6,0.4,20051
5,17,7,0.3,20366
5,17,7,0.4,20007
5,17,8,0.3,21008
5,17,8,0.4,20399
5,17,10,0.3,21150
5,17,10,0.4,20942
5,18,5,0.3,21271
5,18,5,0.4,21037
5,18,6,0.3,20770
5,18,6,0.4,21262
5,18,7,0.3,21599
5,18,7,0.4,21368
5,18,8,0.3,21809
5,18,8,0.4,21879
5,18,10,0.3,22412
5,18,10,0.4,22471
5,19,5,0.3,23007
5,19,5,0.4,22684
5,19,6,0.3,22746
5,19,6,0.4,23028
5,19,7,0.3,23985
5,19,7,0.4,23226
5,19,8,0.3,23044
5,19,8,0.4,22923
5,19,10,0.3,23839
5,19,10,0.4,23563
5,20,5,0.3,24738
5,20,5,0.4,23162
5,20,6,0.3,24165
5,20,6,0.4,24438
5,20,7,0.3,25407
5,20,7,0.4,24640
5,20,8,0.3,25089
5,20,8,0.4,24974
5,20,10,0.3,24601
5,20,10,0.4,25226
6,1,5,0.3,0
6,1,5,0.4,0
6,1,6,0.3,0
6,1,6,0.4,0
6,1,7,0.3,0
6,1,7,0.4,0
6,1,8,0.3,0
6,1,8,0.4,0
6,1,10,0.3,0
6,1,10,0.4,0
6,2,5,0.3,38
6,2,5,0.4,188
6,2,6,0.3,448
6,2,6,0.4,399
6,2,7,0.3,834
6,2,7,0.4,249
6,2,8,0.3,605
6,2,8,0.4,434
6,2,10,0.3,579
6,2,10,0.4,460
6,3,5,0.3,1792
6,3,5,0.4,874
6,3,6,0.3,1631
6,3,6,0.4,1196
6,3,7,0.3,1067
6,3,7,0.4,1122
6,3,8,0.3,1551
6,3,8,0.4,1459
6,3,10,0.3,1588
6,3,10,0.4,1611
6,4,5,0.3,2157
6,4,5,0.4,2388
6,4,6,0.3,3252
6,4,6,0.4,2561
6,4,7,0.3,2636
6,4,7,0.4,2614
6,4,8,0.3,3140
6,4,8,0.4,2730
6,4,10,0.3,2961
6,4,10,0.4,2859
6,5,5,0.3,3153
6,5,5,0.4,3755
6,5,6,0.3,3487
6,5,6,0.4,3668
6,5,7,0.3,3677
6,5,7,0.4,4049
6,5,8,0.3,4148
6,5,8,0.4,4198
6,5,10,0.3,4334
6,5,10,0.4,4247
6,6,5,0.3,5374
6,6,5,0.4,5008
6,6,6,0.3,5275
6,6,6,0.4,5116
6,6,7,0.3,5650
6,6,7,0.4,4892
6,6,8,0.3,5335
6,6,8,0.4,5376
6,6,10,0.3,5545
6,6,10,0.4,5148
6,7,5,0.3,6582
6,7,5,0.4,5934
6,7,6,0.3,6696
6,7,6,0.4,6219
6,7,7,0.3,6827
6,7,7,0.4,6229
6,7,8,0.3,7188
6,7,8,0.4,6476
6,7,10,0.3,6855
6,7,10,0.4,6690
6,8,5,0.3,6966
6,8,5,0.4,7315
6,8,6,0.3,7486
6,8,6,0.4,8424
6,8,7,0.3,7785
6,8,7,0.4,7690
6,8,8,0.3,8219
6,8,8,0.4,8405
6,8,10,0.3,7981
6,8,10,0.4,7909
6,9,5,0.3,8177
6,9,5,0.4,8203
6,9,6,0.3,8860
6,9,6,0.4,8598
6,9,7,0.3,8720
6,9,7,0.4,9147
6,9,8,0.3,9378
6,9,8,0.4,9082
6,9,10,0.3,9698
6,9,10,0.4,9543
6,10,5,0.3,9082
6,10,5,0.4,9337
6,10,6,0.3,10650
6,10,6,0.4,9734
6,10,7,0.3,10659
6,10,7,0.4,11040
6,10,8,0.3,11008
6,10,8,0.4,10495
6,10,10,0.3,10930
6,10,10,0.4,10769
6,11,5,0.3,10056
6,11,5,0.4,10171
6,11,6,0.3,11690
6,11,6,0.4,11294
6,11,7,0.3,12095
6,11,7,0.4,11488
6,11,8,0.3,12578
6,11,8,0.4,12158
6,11,10,0.3,12153
6,11,10,0.4,12355
6,12,5,0.3,12552
6,12,5,0.4,12861
6,12,6,0.3,12664
6,12,6,0.4,12832
6,12,7,0.3,13270
6,12,7,0.4,12936
6,12,8,0.3,13694
6,12,8,0.4,13088
6,12,10,0.3,13836
6,12,10,0.4,13389
6,13,5,0.3,14374
6,13,5,0.4,13847
6,13,6,0.3,13804
6,13,6,0.4,13410
6,13,7,0.3,13918
6,13,7,0.4,14207
6,13,8,0.3,14721
6,13,8,0.4,14281
6,13,10,0.3,14677
6,13,10,0.4,14990
6,14,5,0.3,15639
6,14,5,0.4,14826
6,14,6,0.3,15290
6,14,6,0.4,14983
6,14,7,0.3,15746
6,14,7,0.4,15566
6,14,8,0.3,16287
6,14,8,0.4,15579
6,14,10,0.3,16309
6,14,10,0.4,16070
6,15,5,0.3,16230
6,15,5,0.4,17268
6,15,6,0.3,16523
6,15,6,0.4,17048
6,15,7,0.3,17403
6,15,7,0.4,17219
6,15,8,0.3,17875
6,15,8,0.4,17018
6,15,10,0.3,17854
6,15,10,0.4,17341
6,16,5,0.3,17787
6,16,5,0.4,18209
6,16,6,0.3,18483
6,16,6,0.4,18075
6,16,7,0.3,18249
6,16,7,0.4,18324
6,16,8,0.3,18277
6,16,8,0.4,18296
6,16,10,0.3,19028
6,16,10,0.4,19093
6,17,5,0.3,18334
6,17,5,0.4,17704
6,17,6,0.3,19400
6,17,6,0.4,19014
6,17,7,0.3,19993
6,17,7,0.4,19902
6,17,8,0.3,19728
6,17,8,0.4,19378
6,17,10,0.3,20555
6,17,10,0.4,20111
6,18,5,0.3,19722
6,18,5,0.4,21455
6,18,6,0.3,20622
6,18,6,0.4,20782
6,18,7,0.3,21191
6,18,7,0.4,21035
6,18,8,0.3,21902
6,18,8,0.4,21691
6,18,10,0.3,22742
6,18,10,0.4,21845
6,19,5,0.3,21867
6,19,5,0.4,22060
6,19,6,0.3,23432
6,19,6,0.4,22865
6,19,7,0.3,22809
6,19,7,0.4,22686
6,19,8,0.3,22509
6,19,8,0.4,22600
6,19,10,0.3,23251
6,19,10,0.4,22649
6,20,5,0.3,22782
6,20,5,0.4,23217
6,20,6,0.3,22692
6,20,6,0.4,22654
6,20,7,0.3,24575
6,20,7,0.4,23711
6,20,8,0.3,24201
6,20,8,0.4,24033
6,20,10,0.3,24183
6,20,10,0.4,24545
7,1,5,0.3,0
7,1,5,0.4,0
7,1,6,0.3,0
7,1,6,0.4,0
7,1,7,0.3,0
7,1,7,0.4,0
7,1,8,0.3,0
7,1,8,0.4,0
7,1,10,0.3,0
7,1,10,0.4,0
7,2,5,0.3,334
7,2,5,0.4,15
7,2,6,0.3,596
7,2,6,0.4,55
7,2,7,0.3,493
7,2,7,0.4,18
7,2,8,0.3,1
7,2,8,0.4,55
7,2,10,0.3,227
7,2,10,0.4,504
7,3,5,0.3,802
7,3,5,0.4,822
7,3,6,0.3,2065
7,3,6,0.4,928
7,3,7,0.3,1299
7,3,7,0.4,1347
7,3,8,0.3,1321
7,3,8,0.4,1400
7,3,10,0.3,1487
7,3,10,0.4,1199
7,4,5,0.3,1851
7,4,5,0.4,2434
7,4,6,0.3,2722
7,4,6,0.4,1863
7,4,7,0.3,2720
7,4,7,0.4,2359
7,4,8,0.3,2406
7,4,8,0.4,2731
7,4,10,0.3,2471
7,4,10,0.4,2537
7,5,5,0.3,3552
7,5,5,0.4,2406
7,5,6,0.3,3784
7,5,6,0.4,3535
7,5,7,0.3,3665
7,5,7,0.4,3638
7,5,8,0.3,4057
7,5,8,0.4,3489
7,5,10,0.3,4103
7,5,10,0.4,3588
7,6,5,0.3,4373
7,6,5,0.4,4444
7,6,6,0.3,5183
7,6,6,0.4,4727
7,6,7,0.3,5359
7,6,7,0.4,4760
7,6,8,0.3,4922
7,6,8,0.4,4549
7,6,10,0.3,5051
7,6,10,0.4,4832
7,7,5,0.3,5693
7,7,5,0.4,5748
7,7,6,0.3,5510
7,7,6,0.4,5812
7,7,7,0.3,5971
7,7,7,0.4,5652
7,7,8,0.3,6418
7,7,8,0.4,6148
7,7,10,0.3,7009
7,7,10,0.4,6334
7,8,5,0.3,7582
7,8,5,0.4,7100
7,8,6,0.3,6752
7,8,6,0.4,7036
7,8,7,0.3,7720
7,8,7,0.4,7168
7,8,8,0.3,7468
7,8,8,0.4,7105
7,8,10,0.3,7612
7,8,10,0.4,7370
7,9,5,0.3,8365
7,9,5,0.4,8052
7,9,6,0.3,8375
7,9,6,0.4,8062
7,9,7,0.3,9040
7,9,7,0.4,8579
7,9,8,0.3,8858
7,9,8,0.4,8762
7,9,10,0.3,8953
7,9,10,0.4,9211
7,10,5,0.3,9487
7,10,5,0.4,8881
7,10,6,0.3,9195
7,10,6,0.4,10396
7,10,7,0.3,9730
7,10,7,0.4,9753
7,10,8,0.3,10373
7,10,8,0.4,10922
7,10,10,0.3,10733
7,10,10,0.4,10631
7,11,5,0.3,10552
7,11,5,0.4,10637
7,11,6,0.3,10622
7,11,6,0.4,11239
7,11,7,0.3,10692
7,11,7,0.4,11029
7,11,8,0.3,11515
7,11,8,0.4,11500
7,11,10,0.3,11631
7,11,10,0.4,11541
7,12,5,0.3,12183
7,12,5,0.4,11914
7,12,6,0.3,12102
7,12,6,0.4,12747
7,12,7,0.3,12768
7,12,7,0.4,11986
7,12,8,0.3,12886
7,12,8,0.4,12345
7,12,10,0.3,12929
7,12,10,0.4,12935
7,13,5,0.3,14241
7,13,5,0.4,12847
7,13,6,0.3,13856
7,13,6,0.4,13549
7,13,7,0.3,14506
7,13,7,0.4,13597
7,13,8,0.3,13809
7,13,8,0.4,14135
7,13,10,0.3,14604
7,13,10,0.4,14367
7,14,5,0.3,14865
7,14,5,0.4,14778
7,14,6,0.3,15364
7,14,6,0.4,14645
7,14,7,0.3,15203
7,14,7,0.4,14341
7,14,8,0.3,15667
7,14,8,0.4,15197
7,14,10,0.3,15992
7,14,10,0.4,15632
7,15,5,0.3,16401
7,15,5,0.4,16221
7,15,6,0.3,15791
7,15,6,0.4,15882
7,15,7,0.3,17008
7,15,7,0.4,15839
7,15,8,0.3,17307
7,15,8,0.4,16902
7,15,10,0.3,17231
7,15,10,0.4,17270
7,16,5,0.3,17807
7,16,5,0.4,16773
7,16,6,0.3,17344
7,16,6,0.4,17315
7,16,7,0.3,18502
7,16,7,0.4,18104
7,16,8,0.3,18049
7,16,8,0.4,17706
7,16,10,0.3,18397
7,16,10,0.4,18411
7,17,5,0.3,20068
7,17,5,0.4,18124
7,17,6,0.3,19598
7,17,6,0.4,18880
7,17,7,0.3,18689
7,17,7,0.4,18623
7,17,8,0.3,19831
7,17,8,0.4,19158
7,17,10,0.3,19898
7,17,10,0.4,19714
7,18,5,0.3,20091
7,18,5,0.4,19840
7,18,6,0.3,19919
7,18,6,0.4,20233
7,18,7,0.3,20541
7,18,7,0.4,21007
7,18,8,0.3,21237
7,18,8,0.4,20473
7,18,10,0.3,21687
7,18,10,0.4,21010
7,19,5,0.3,21457
7,19,5,0.4,21734
7,19,6,0.3,22228
7,19,6,0.4,20909
7,19,7,0.3,22509
7,19,7,0.4,21739
7,19,8,0.3,22637
7,19,8,0.4,22003
7,19,10,0.3,22741
7,19,10,0.4,22736
7,20,5,0.3,23684
7,20,5,0.4,21209
7,20,6,0.3,22599
7,20,6,0.4,22957
7,20,7,0.3,24411
7,20,7,0.4,23296
7,20,8,0.3,23719
7,20,8,0.4,23569
7,20,10,0.3,24215
7,20,10,0.4,23694
8,1,5,0.3,0
8,1,5,0.4,0
8,1,6,0.3,0
8,1,6,0.4,0
8,1,7,0.3,0
8,1,7,0.4,0
8,1,8,0.3,0
8,1,8,0.4,0
8,1,10,0.3,0
8,1,10,0.4,0
8,2,5,0.3,33
8,2,5,0.4,0
8,2,6,0.3,0
8,2,6,0.4,0
8,2,7,0.3,0
8,2,7,0.4,0
8,2,8,0.3,13
8,2,8,0.4,2
8,2,10,0.3,2
8,2,10,0.4,23
8,3,5,0.3,948
8,3,5,0.4,641
8,3,6,0.3,1101
8,3,6,0.4,611
8,3,7,0.3,1132
8,3,7,0.4,1025
8,3,8,0.3,1115
8,3,8,0.4,1065
8,3,10,0.3,964
8,3,10,0.4,893
8,4,5,0.3,1878
8,4,5,0.4,2288
8,4,6,0.3,2004
8,4,6,0.4,2001
8,4,7,0.3,2734
8,4,7,0.4,2141
8,4,8,0.3,1842
8,4,8,0.4,1861
8,4,10,0.3,2740
8,4,10,0.4,2319
8,5,5,0.3,3296
8,5,5,0.4,2837
8,5,6,0.3,3315
8,5,6,0.4,2564
8,5,7,0.3,3869
8,5,7,0.4,3521
8,5,8,0.3,3487
8,5,8,0.4,3314
8,5,10,0.3,3700
8,5,10,0.4,3637
8,6,5,0.3,4045
8,6,5,0.4,4676
8,6,6,0.3,3852
8,6,6,0.4,3809
8,6,7,0.3,4276
8,6,7,0.4,4284
8,6,8,0.3,4614
8,6,8,0.4,4525
8,6,10,0.3,4997
8,6,10,0.4,4611
8,7,5,0.3,5678
8,7,5,0.4,5439
8,7,6,0.3,5437
8,7,6,0.4,5185
8,7,7,0.3,5299
8,7,7,0.4,5910
8,7,8,0.3,5880
8,7,8,0.4,5955
8,7,10,0.3,6161
8,7,10,0.4,6110
8,8,5,0.3,6132
8,8,5,0.4,6175
8,8,6,0.3,6137
8,8,6,0.4,5784
8,8,7,0.3,7265
8,8,7,0.4,6732
8,8,8,0.3,7484
8,8,8,0.4,7408
8,8,10,0.3,7555
8,8,10,0.4,7533
8,9,5,0.3,7599
8,9,5,0.4,7882
8,9,6,0.3,8903
8,9,6,0.4,7734
8,9,7,0.3,8184
8,9,7,0.4,8576
8,9,8,0.3,8102
8,9,8,0.4,8192
8,9,10,0.3,8619
8,9,10,0.4,8103
8,10,5,0.3,8846
8,10,5,0.4,8804
8,10,6,0.3,10124
8,10,6,0.4,8370
8,10,7,0.3,10036
8,10,7,0.4,9092
8,10,8,0.3,9684
8,10,8,0.4,9392
8,10,10,0.3,9968
8,10,10,0.4,10108
8,11,5,0.3,11181
8,11,5,0.4,10166
8,11,6,0.3,10400
8,11,6,0.4,10540
8,11,7,0.3,10937
8,11,7,0.4,11055
8,11,8,0.3,10825
8,11,8,0.4,10948
8,11,10,0.3,12075
8,11,10,0.4,11395
8,12,5,0.3,11657
8,12,5,0.4,10566
8,12,6,0.3,11726
8,12,6,0.4,13335
8,12,7,0.3,12649
8,12,7,0.4,12279
8,12,8,0.3,12360
8,12,8,0.4,12716
8,12,10,0.3,12958
8,12,10,0.4,12461
8,13,5,0.3,12955
8,13,5,0.4,13053
8,13,6,0.3,12746
8,13,6,0.4,13435
8,13,7,0.3,13095
8,13,7,0.4,13448
8,13,8,0.3,13171
8,13,8,0.4,13463
8,13,10,0.3,14202
8,13,10,0.4,13811
8,14,5,0.3,14437
8,14,5,0.4,13997
8,14,6,0.3,13785
8,14,6,0.4,14430
8,14,7,0.3,14583
8,14,7,0.4,14714
8,14,8,0.3,14950
8,14,8,0.4,14902
8,14,10,0.3,14995
8,14,10,0.4,15294
8,15,5,0.3,16645
8,15,5,0.4,15312
8,15,6,0.3,15932
8,15,6,0.4,15616
8,15,7,0.3,15805
8,15,7,0.4,15772
8,15,8,0.3,16192
8,15,8,0.4,16446
8,15,10,0.3,16726
8,15,10,0.4,16585
8,16,5,0.3,16496
8,16,5,0.4,16381
8,16,6,0.3,16837
8,16,6,0.4,16958
8,16,7,0.3,17665
8,16,7,0.4,16905
8,16,8,0.3,17511
8,16,8,0.4,16999
8,16,10,0.3,18013
8,16,10,0.4,17872
8,17,5,0.3,18854
8,17,5,0.4,19160
8,17,6,0.3,17821
8,17,6,0.4,19369
8,17,7,0.3,19342
8,17,7,0.4,18275
8,17,8,0.3,19156
8,17,8,0.4,18759
8,17,10,0.3,19989
8,17,10,0.4,18917
8,18,5,0.3,18951
8,18,5,0.4,18557
8,18,6,0.3,19096
8,18,6,0.4,19822
8,18,7,0.3,19598
8,18,7,0.4,20475
8,18,8,0.3,20889
8,18,8,0.4,20450
8,18,10,0.3,20824
8,18,10,0.4,20386
8,19,5,0.3,20224
8,19,5,0.4,20019
8,19,6,0.3,20232
8,19,6,0.4,21297
8,19,7,0.3,20927
8,19,7,0.4,21263
8,19,8,0.3,22163
8,19,8,0.4,21623
8,19,10,0.3,22505
8,19,10,0.4,22291
8,20,5,0.3,22765
8,20,5,0.4,21377
8,20,6,0.3,22875
8,20,6,0.4,21978
8,20,7,0.3,22164
8,20,7,0.4,22630
8,20,8,0.3,22555
8,20,8,0.4,22601
8,20,10,0.3,24355
8,20,10,0.4,23436
10,1,5,0.3,0
10,1,5,0.4,0
10,1,6,0.3,0
10,1,6,0.4,0
10,1,7,0.3,0
10,1,7,0.4,0
10,1,8,0.3,0
10,1,8,0.4,0
10,1,10,0.3,0
10,1,10,0.4,0
10,2,5,0.3,0
10,2,5,0.4,0
10,2,6,0.3,0
10,2,6,0.4,0
10,2,7,0.3,0
10,2,7,0.4,0
10,2,8,0.3,0
10,2,8,0.4,0
10,2,10,0.3,0
10,2,10,0.4,0
10,3,5,0.3,391
10,3,5,0.4,0
10,3,6,0.3,367
10,3,6,0.4,12
10,3,7,0.3,10
10,3,7,0.4,46
10,3,8,0.3,428
10,3,8,0.4,522
10,3,10,0.3,359
10,3,10,0.4,185
10,4,5,0.3,515
10,4,5,0.4,918
10,4,6,0.3,721
10,4,6,0.4,1107
10,4,7,0.3,1109
10,4,7,0.4,1332
10,4,8,0.3,1165
10,4,8,0.4,1425
10,4,10,0.3,1566
10,4,10,0.4,1475
10,5,5,0.3,2761
10,5,5,0.4,2228
10,5,6,0.3,2597
10,5,6,0.4,2066
10,5,7,0.3,2704
10,5,7,0.4,2388
10,5,8,0.3,2865
10,5,8,0.4,2639
10,5,10,0.3,3094
10,5,10,0.4,2608
10,6,5,0.3,3051
10,6,5,0.4,3376
10,6,6,0.3,3061
10,6,6,0.4,3410
10,6,7,0.3,3696
10,6,7,0.4,3565
10,6,8,0.3,3972
10,6,8,0.4,3937
10,6,10,0.3,4398
10,6,10,0.4,3670
10,7,5,0.3,5270
10,7,5,0.4,4519
10,7,6,0.3,4997
10,7,6,0.4,3768
10,7,7,0.3,5455
10,7,7,0.4,4519
10,7,8,0.3,5791
10,7,8,0.4,4885
10,7,10,0.3,5744
10,7,10,0.4,5431
10,8,5,0.3,5744
10,8,5,0.4,5295
10,8,6,0.3,5161
10,8,6,0.4,6155
10,8,7,0.3,6268
10,8,7,0.4,6293
10,8,8,0.3,6962
10,8,8,0.4,5789
10,8,10,0.3,7172
10,8,10,0.4,6331
10,9,5,0.3,7268
10,9,5,0.4,5522
10,9,6,0.3,7065
10,9,6,0.4,7345
10,9,7,0.3,7719
10,9,7,0.4,7197
10,9,8,0.3,7621
10,9,8,0.4,7644
10,9,10,0.3,7979
10,9,10,0.4,7361
10,10,5,0.3,8481
10,10,5,0.4,8935
10,10,6,0.3,9562
10,10,6,0.4,7984
10,10,7,0.3,8481
10,10,7,0.4,8253
10,10,8,0.3,9142
10,10,8,0.4,8964
10,10,10,0.3,9024
10,10,10,0.4,9008
10,11,5,0.3,8613
10,11,5,0.4,8279
10,11,6,0.3,10138
10,11,6,0.4,8707
10,11,7,0.3,10660
10,11,7,0.4,9898
10,11,8,0.3,10432
10,11,8,0.4,10234
10,11,10,0.3,10565
10,11,10,0.4,10699
10,12,5,0.3,10565
10,12,5,0.4,10496
10,12,6,0.3,10809
10,12,6,0.4,10813
10,12,7,0.3,12074
10,12,7,0.4,11000
10,12,8,0.3,11186
10,12,8,0.4,11011
10,12,10,0.3,12440
10,12,10,0.4,11477
10,13,5,0.3,11645
10,13,5,0.4,10857
10,13,6,0.3,12176
10,13,6,0.4,11817
10,13,7,0.3,13158
10,13,7,0.4,11630
10,13,8,0.3,12962
10,13,8,0.4,12867
10,13,10,0.3,12896
10,13,10,0.4,13248
10,14,5,0.3,13183
10,14,5,0.4,12432
10,14,6,0.3,14294
10,14,6,0.4,13314
10,14,7,0.3,14358
10,14,7,0.4,14409
10,14,8,0.3,15038
10,14,8,0.4,14437
10,14,10,0.3,14705
10,14,10,0.4,14284
10,15,5,0.3,13650
10,15,5,0.4,14005
10,15,6,0.3,14054
10,15,6,0.4,13791
10,15,7,0.3,16045
10,15,7,0.4,15410
10,15,8,0.3,14921
10,15,8,0.4,15106
10,15,10,0.3,15578
10,15,10,0.4,16060
10,16,5,0.3,17115
10,16,5,0.4,15087
10,16,6,0.3,16400
10,16,6,0.4,16011
10,16,7,0.3,17080
10,16,7,0.4,17370
10,16,8,0.3,17195
10,16,8,0.4,16235
10,16,10,0.3,17093
10,16,10,0.4,16870
10,17,5,0.3,17494
10,17,5,0.4,16556
10,17,6,0.3,17677
10,17,6,0.4,17400
10,17,7,0.3,17612
10,17,7,0.4,17145
10,17,8,0.3,17859
10,17,8,0.4,17590
10,17,10,0.3,18504
10,17,10,0.4,17872
10,18,5,0.3,19423
10,18,5,0.4,17913
10,18,6,0.3,18510
10,18,6,0.4,18511
10,18,7,0.3,19138
10,18,7,0.4,19317
10,18,8,0.3,19651
10,18,8,0.4,19370
10,18,10,0.3,19522
10,18,10,0.4,19270
10,19,5,0.3,19530
10,19,5,0.4,19281
10,19,6,0.3,21089
10,19,6,0.4,21350
10,19,7,0.3,22148
10,19,7,0.4,20444
10,19,8,0.3,20256
10,19,8,0.4,21117
10,19,10,0.3,21235
10,19,10,0.4,20916
10,20,5,0.3,21416
10,20,5,0.4,21560
10,20,6,0.3,21202
10,20,6,0.4,20592
10,20,7,0.3,21713
10,20,7,0.4,21968
10,20,8,0.3,21411
10,20,8,0.4,22055
10,20,10,0.3,22594
10,20,10,0.4,22902
